,date,volume,stochrsi,stochrsi_6,wt2,trix,vr,vr_6,wr,cci,cci_6,atr_5,dma,pdi,mdi,dx,adxr,kdj-k,kdj-j,bias_6,ROC,lower,MACD,MACDhist,return
0,2020-02-06,-0.6809411869933745,-0.28716331373462983,0.9156501745403706,-3.076063269044806,-1.2544949127951512,-1.0494747590999483,-0.4711967104216087,-0.43360237878990565,-0.9922790246798245,-0.3934908494177219,-0.05475694284225923,-0.6205308105927052,-1.4281865276028665,5.336132678542488,2.189995155582268,1.4883084634917374,-0.6052787519412629,0.11398988032121676,-0.9361306633240631,-1.5951516954797647,0.09719438312891503,-2.131833873946847,-1.8841195121468863,0.014084739881739023
1,2020-02-07,-0.6799139245508375,0.15371047164519,1.3019275931768812,-3.077420399672067,-1.4421401137401617,-0.8278595537451308,-0.1892647297137847,-0.22240443367324575,-0.7160128465431655,-0.0821325225008808,-0.20688751111936515,-0.7344897412901117,-1.1616703279794844,4.416996904480691,1.6642459684748034,1.8789988354842553,0.5403607285504314,1.4744876977170513,-0.03787388150152176,-1.3899099878901355,-0.07495634180742362,-1.9054270651184404,-1.1816495812851402,0.0069686693160934355
2,2020-02-10,-0.6629050960681572,0.3376419983495935,1.3019275931768812,-2.951598243336501,-1.5757902422519605,-0.5941949128295863,0.3917491740534412,-0.12432489259739753,-0.47489230087132656,1.1668502067655209,-0.23392944403793406,-0.8398979829898049,-0.37453030262132486,3.4545472409173046,0.38950928357386855,1.97907655843984,1.2458274376164462,1.803204628437364,0.5909058657742573,-1.2542004703828744,-0.21183162598323754,-1.6376274059161338,-0.5600658172138395,0.010362787035546658
3,2020-02-11,-0.6795391125785606,0.8116379359323349,1.3019275931768812,-2.770647388477982,-1.6533577460465811,-0.3723141822675545,0.9229205577984615,0.08910171439159803,-0.3463271352143767,1.0702569509564182,-0.34950459049385224,-0.9623148945247182,-0.5893362433407593,2.766423349658193,0.3895092835738682,1.9230315229069521,1.949253438284919,2.05241664481508,0.7651132416428714,-1.274763676565759,-0.31033146484309787,-1.333415832122719,-0.010363788588083888,0.0034305350967892222
4,2020-02-12,-0.7386934650550528,0.9134500480301178,1.3019275931768812,-2.5597998195795184,-1.683365729112149,-0.19233972167748647,-0.769606909786178,0.14021358790999705,-0.25853555371856324,0.9017486535966783,-0.5669210581442862,-1.0761888427419402,-0.7300933132112294,2.3155126238323724,0.38950928357386855,1.7920479985590025,1.8023484714084712,1.2678993781155734,0.5174121290796857,-1.1749995060671614,-0.3747403084918325,-1.0669003372384627,0.3751135547152906,-0.017271586508660595
5,2020-02-13,-0.7509477342597753,0.6466060099520514,0.30496538664321676,-2.351532107200155,-1.6934446735386477,-0.35255386399591737,2.531692660833644,-0.11534577968200115,-0.27750990069344733,0.403417216704554,-0.6779410007630453,-1.1887144022736065,-0.8841376274937102,2.1777981603454495,0.5588717924266132,1.657653332216309,1.4310199345984544,0.510669723361362,-0.0678157742289398,-1.2255930153296524,-0.47077748509940454,-0.9738771817361259,0.43365759657751973,-0.0034904049397686022
6,2020-02-14,-0.768001678998378,0.5947485357139384,-0.6322154603136378,-2.17695471547869,-1.6881893095008937,-0.48323048166868154,0.5907987635780617,-0.16645765320040223,-0.3205841421963708,-0.51560636022978,-0.7978529112583294,-1.2833989102770136,-1.0126227856050651,2.282682498392608,0.8098799956921797,1.5681661048922577,0.5904898116178714,-0.4780530189031582,-0.22569120860987135,-1.0972223793121791,-0.5345486164837816,-0.8971382780126068,0.45704267551082284,0.027587956518828963
7,2020-02-17,-0.6693185453715632,1.513767770251717,1.3019275931768812,-2.007733834620994,-1.6416344945099628,-0.286408389778556,0.602711951468964,0.3492382646867365,-0.030183421960301816,0.8599784508915131,-0.7999662387351275,-1.2024610767042352,-0.4970003416353237,1.7036753684819905,-0.2501529918082621,1.3583028601105867,0.7373947784943184,0.22608370492776803,0.40308853866590766,0.3798223366051572,-0.5463066833320106,-0.6251236008430326,0.7569578294494915,0.010152371464018128
8,2020-02-18,-0.691224222862418,1.513767770251717,1.3019275931768812,-1.8151436262195213,-1.5570769523977763,0.10485857642221921,0.5708706107582656,0.5750576810742293,0.4045706675697432,1.688656431328629,-0.8952950829260582,-1.049476016471394,-0.1214138741381085,1.2965508878491032,-0.9821191995241525,1.0002230730836776,1.248283033836963,1.238513435908011,0.5391880510632624,1.0846004922388501,-0.5338380566374095,-0.36287015047920396,0.9828332872795587,0.0
9,2020-02-19,-0.6542427749310891,1.513767770251717,1.3019275931768812,-1.5746921689779119,-1.4489742192437924,0.10385691113167739,0.09525713435239185,0.6777126449099444,0.8757516233630663,1.3399702927273365,-0.8778879300926784,-0.9428983958238236,0.43552254057201223,0.8366334292059445,-1.084699922194152,0.5812189531886072,1.774803790119141,1.7219492101067515,0.4439183923851141,0.6757890957273633,-0.503652526764192,-0.18754098097118374,1.0383582479759397,0.016694878572170054
10,2020-02-20,-0.677401296144092,1.513767770251717,1.3019275931768812,-1.281792772919282,-1.3113808976511772,0.10369115269918514,0.1458268792535119,1.9211784251733495,1.1926872066261076,0.9245830310754994,-0.8951634965791053,-0.8311534496571366,0.11846764903351413,0.6564396403176452,-1.2527880071661053,0.14148033893467815,1.6352440715865164,1.0994674596178116,0.7515032904031359,0.7942511500696002,-0.46537882926236823,0.04337311540581435,1.1628233511694248,0.009884759232541925
11,2020-02-21,-0.6279781730219021,1.513767770251717,1.3019275931768812,-0.957214206604456,-1.14955215068906,0.688981779203924,1.1932850758332607,2.005253227996285,1.3243209666520661,1.1247821080410594,-0.9401600924963122,-0.7299882450671337,0.4244321929582303,0.32671609900766935,-0.6615683409062735,-0.1889722366557096,1.6651497255577894,0.9843060251546693,0.7433373196592946,0.7421622979806802,-0.42270256408172463,0.2514010843565943,1.2294382409324491,-0.006578971098042511
12,2020-02-24,-0.6875489832453687,1.3288394149303442,0.3948662335079175,-0.653345568949416,-0.985407079401202,0.09096121729488231,0.8604326049874113,1.7800528632919872,1.1184840770897218,0.8301609523450417,-1.007318981887281,-0.6460294174873147,0.14862759620450122,0.0544475456861015,-0.6615683409062738,-0.43669334846120617,1.8315478515005301,1.2666285688348173,0.29693091899597096,0.5756254604491521,-0.38038282358547243,0.32062433512690963,1.0828442667524167,-0.02675744916954919
13,2020-02-25,-0.5764797021272896,0.5974017211733726,-1.1808531795087285,-0.451506661175151,-0.8531112091592655,-0.07640131789425601,-0.0918239636179307,0.794775322968215,0.2117038153213171,-1.1576225882549687,-0.7804724061869804,-0.6053032611685759,-0.27199414754694784,1.7546365703737732,-0.512406891572438,-0.6008025174758237,1.0680740971749958,0.0964322175066842,-0.443450428445639,0.13071091270610016,-0.30589118515207814,0.163917815927776,0.6402186754487044,0.010118130165584466
