,date,volume,stochrsi,wt2,trix,vr,vr_6,atr_5,dma,dx,adxr,kdj-j,bias_6,ROC,lower,MACD,MACDhist,return
0,2021-07-07,0.10861558796791938,-0.8869768024685769,-0.788918734896486,-0.6786861311040117,-0.7377416392956874,-0.5270845376567775,1.5094148440187078,-0.47441345465282475,-0.14355307148124613,-0.5272714027809627,1.0127369042423404,0.004181744342290575,-1.7963617302133668,1.6748425100696687,-1.7090047908353212,-1.78570905345776,-0.03641794471664636
1,2021-07-08,0.48979587450907436,-1.2527188155173474,-0.8636269255932991,-0.8657234586306222,-0.8019545842762696,-0.5173318676440222,1.3612591583060962,-0.6285981573059831,0.3972845647740218,-0.3627437003766497,0.2846671101041731,-0.8540017308276379,-1.7352117476596938,1.592796130587879,-1.9003145133641606,-1.7372380908470546,0.01398624197473987
2,2021-07-09,0.006717084374369193,-1.0481133301667225,-0.9028401529169864,-1.0191140703833166,-0.7379831979040188,-0.24329818427601463,1.2742105511770778,-0.7934756271850186,0.4836311005813585,-0.18763223740056753,-0.1542069943348936,-0.1947105632078216,-1.6480879342681212,1.4311214894430075,-1.78666536112279,-1.2083136870666664,-0.0051056040357003955
3,2021-07-12,-0.39690654966849165,-1.0316805859280966,-0.932176017700382,-1.1432505512192022,-0.7762193680626932,-0.14087591034709018,0.8877271195400008,-0.8772833317698213,0.48363110058135783,-0.021454309047463743,-0.767853150712103,-0.37518691635514567,-1.0971293053007092,1.3893841384141183,-1.6798245946402326,-0.7961169974701678,-0.014058338374211202
4,2021-07-13,-0.07333244003054996,-1.2218635489934857,-0.9749313537822203,-1.2513725523565915,-0.8208891609392802,-0.48886434132316886,0.533019080706073,-0.9926835720311717,0.7249918503409704,0.15705692530386514,-0.9448393487203576,-0.7103572864858904,-1.3586482984831385,1.279216132495862,-1.668049811307181,-0.61915522100103,-0.024362322639979398
5,2021-07-14,0.019032395821279833,-1.2806294092520984,-1.0156449581286464,-1.3621560228737224,-0.8652485206136868,-0.6913618059128832,0.42735108133265487,-1.0948086915823185,1.0377701517481357,0.3667456729331669,-1.514161869067985,-1.1412906195111332,-1.373979034531608,1.0817164307428795,-1.809584235485568,-0.7239932714611068,-0.028944870813385332
6,2021-07-15,0.20162234159787001,-1.2806294092520984,-1.0793099958035206,-1.4902457566396963,-0.9111493447038396,-0.6924169987764696,0.4200732678658349,-1.1652950827693953,1.4414842784396102,0.6261480716278284,-1.528802782036151,-1.6090558613419528,-1.273881828072026,0.8345389128505001,-2.0738745573408983,-1.005164127543934,0.010891196765450212
7,2021-07-16,-0.0022697645193223547,-0.9151568225550494,-1.1486885603591612,-1.6043311325906047,-0.8559693638248778,-0.5221560003670023,0.4142589547874974,-1.1766081974372606,0.8335657455654696,0.8130100102265865,-0.9186615443260978,-0.9423983119610211,-0.7097258407627173,0.6429982196687866,-2.033023325530671,-0.7396595665769066,0.007847024080904803
8,2021-07-19,-0.09451572670853718,-0.48811062947378164,-1.2123660040821373,-1.6888886617999366,-0.8070226814269169,-0.5298911060307994,0.7331317458778547,-1.211138865585667,1.1826116836305318,0.9916512041972573,0.02873390769844348,-0.330988625788454,-0.79447173047913,0.6362974883009411,-1.83677987344324,-0.2775005069454065,0.01647324073234484
9,2021-07-20,-0.14817529801293353,0.48473944652512935,-1.2414130588292067,-1.7272513195761177,-0.7605085981587967,-0.3062143735040285,0.8417103854048956,-1.2721381153494529,0.5318986306397425,1.0694185465654151,1.0293252274188702,0.4756301770536676,-0.8625291812368805,0.7674379313259396,-1.4735291274622382,0.36065057322864597,-0.02678514158500556
10,2021-07-21,-0.2850939826128532,-0.36031402798416984,-1.2322872264480087,-1.7547659185051092,-0.1922664543617274,-0.2866425645794572,0.6360089917859589,-1.3524006898291487,0.5318986306397429,1.089378085356778,0.9503598466780321,-0.23154247201339792,-1.115407671496682,0.8020054808036433,-1.4293422744520092,0.3583533983651995,-0.011916724933462854
11,2021-07-22,-0.6057913496155126,-0.7098184493233238,-1.2200490337712981,-1.7787489351701489,0.19646246624523866,-0.21854412771192744,0.3484106921881125,-1.3842208885928637,0.7777953926871932,1.1092372798029535,0.06943308429468659,-0.47094987924964415,-0.7742916372678087,0.7621367525160965,-1.4392071179606423,0.26964062928989513,-0.03352269203864356
12,2021-07-23,0.11707939274610507,-1.2806294092520984,-1.2248552467928044,-1.8244146023592358,-0.263077585785918,-0.20790384769532302,0.341561650129835,-1.4848703053267713,1.288873219855747,1.1918945741362525,-1.4080072236798071,-1.454361844358532,-1.4282101492763006,0.721557111079997,-1.6719752943096462,-0.15959278200310592,-0.009341012393138736
13,2021-07-26,-0.4802369871615839,-1.2806294092520984,-1.2639297590382803,-1.8826221392526,-0.584900101603555,-0.49765567640863034,0.23607779121867897,-1.592263579941085,1.4310493398009625,1.317776570136368,-1.7567784337490306,-1.454361844358532,-1.4850125872339903,0.597659622226463,-1.8113270175565956,-0.3528351564245877,-0.03826184038058601
14,2021-07-27,-0.19931474766989257,-1.2806294092520984,-1.3360327560001097,-1.9735719646569154,-0.9637086307751744,-0.6800026481489837,0.3747780922661634,-1.7225686487234189,1.7941736876645138,1.5012399743649703,-1.6753043077366392,-2.202049593111732,-1.8050382018930475,0.4300394568361031,-2.1332379111183903,-0.8008487683934544,-0.039220713153281385
15,2021-07-28,-0.3490955625647517,-1.2806294092520984,-1.4369383648379166,-2.107480166787353,-1.4926496198635977,-0.7953843475884816,0.5626235823382355,-1.8584355310919256,2.1357409460571226,1.7421894952034125,-1.1382339076979715,-2.6477156896592056,-1.9976972953766508,0.1553411708390292,-2.546797112883977,-1.3065621473018916,0.021733928765565843
16,2021-07-29,-0.5697726298431774,-0.5176911285341398,-1.522152285144487,-2.2333456301664745,-1.27236602633349,-0.7089688199636286,0.5052308256598578,-1.926541864202492,2.1357409460571226,1.9927981956255612,-0.5754286098560752,-1.2407367732861894,-1.328637634624484,-0.047198350200463646,-2.498200249007791,-0.9683287521995707,0.010419617164622965
17,2021-07-30,-0.6932823653001288,-0.12339759308629306,-1.5839482471108255,-2.329549822966198,-1.0398904110616904,-0.6002668329601654,0.39011391776084403,-2.0068297260315098,2.015141122300649,2.21266424185643,0.010268875337569,-0.3236222440273388,-1.335020995917907,-0.21220470423775745,-2.2632088661829397,-0.39815792837644665,0.061362451667855755
18,2021-08-02,0.18162779154603245,1.4746821539929507,-1.5655588160219733,-2.334697983243553,-1.1402024506410569,-0.2751002612936752,1.1361904676353491,-2.0327331330473877,-1.2105999173597677,1.992002241414007,1.1009629239813175,1.93417376575449,-0.5910713196295095,-0.23728533435573768,-1.4855376655160546,0.9302052850593001,-0.007209094043678459
19,2021-08-03,-0.4978540639611221,1.3382196906363204,-1.4696207418644622,-2.2813479356361213,-1.008695718655828,-0.27297402931864506,0.725708679604733,-2.0992985699952755,-1.210599917359768,1.5645961310963592,1.4509952083342457,1.5990033956237457,-0.925209093863885,-0.22308814117892253,-1.0042204414356142,1.5165785147616306,-0.0036241302933912338
20,2021-08-04,-0.7933026650243625,1.2670801215133014,-1.3221292429278013,-2.1897011967501183,-1.2465197484279333,-0.18948835803383354,0.4434815654228167,-2.126479084209054,-1.54693031585325,1.0241749097977064,1.3312300554538283,1.1791196352401756,-0.5985122553751339,-0.1999474778654814,-0.691397001782809,1.7148640920444542,-0.028941772726402422
