,date,volume,stochrsi,stochrsi_6,wt2,trix,vr,vr_6,wr,cci,cci_6,atr_5,dma,pdi,mdi,dx,adxr,kdj-k,kdj-j,bias_6,ROC,lower,MACD,MACDhist,return
0,2022-08-25,2.9763437135886663,-1.0598100450796557,-1.1814302139748678,1.2911810088219908,3.765108344535516,1.8976987862587873,-0.39733283831229166,-1.2422082938313128,-1.4223170861833236,-1.3561554710480201,3.095158737646932,1.6878355740366295,0.0002560371292751999,1.60696145067561,-0.1957316117388712,1.0739182579056703,-1.2094046318711393,-0.8018909373394412,-2.8552033932314997,-1.6693142865216857,-4.083635434839247,-0.09577312389673523,-3.9249931231380795,-0.036644843397251305
1,2022-08-26,1.2937865127575756,-1.0598100450796557,-1.1814302139748678,0.814297884296699,2.839726864826128,1.4087404638457381,-1.0124716240101486,-1.290924221054798,-1.579279653097692,-1.227272573041582,2.4359572179402864,1.356964610301109,-0.2511083866615169,1.7244973096071399,0.14633007004750975,0.7008012645799891,-1.4334293496009503,-1.217292338544009,-2.709254642503979,-1.617480725896276,-2.993098811367805,-1.2341894444497838,-3.8971470110269086,0.02892677061066237
2,2022-08-29,0.7623648210990567,-0.8784073294495879,-0.3707428414705569,0.3614433275307277,1.9793807847327705,1.6935697383697457,-0.4915010020573657,-0.8918133041816592,-1.2002218501929287,-0.7463825014593951,2.168808590842248,0.8708939849170303,-0.5197186453860189,1.6432503751238388,0.4133954527113101,0.5320613386003743,-1.4019684912055659,-1.0382231296882218,-1.421320929943575,-1.8620236270429933,-1.739016027669714,-1.6310613152200202,-3.3471277676927973,-0.017612877788237228
3,2022-08-30,0.14108974038390024,-0.9597159332296706,-0.6142784353625337,-0.07342651192338451,1.1875437132984805,1.3986995346551763,-0.33370840719214073,-1.0226474212587273,-0.928163761205906,-0.47932481868752963,1.6494054877049862,0.2663455908894846,-0.5797444387366834,1.2086638454634504,0.2266852718210356,0.44669539004759273,-1.244105295912389,-0.7038952387927665,-1.303537727602067,-2.2095004276103127,-0.7276785538457939,-1.917981869621211,-2.8288622202477742,0.030137422987107254
4,2022-08-31,1.6557573104342096,-0.720886147116525,0.34918562217256943,-0.3861897530514361,0.5233991624089402,1.7642693030872447,-0.2702369599509872,-0.7820623519907469,-0.675172889757889,-0.18850795278178553,1.2899533241158896,-0.10616995091840122,-0.6566623183310952,0.7934030621931016,0.04496029642223697,0.37719840889794076,-0.8112939767059393,-0.1091217603129799,-0.03608805023149022,-1.4257308758445113,-0.40410284733056734,-1.7581674252946389,-2.0963174186238533,-0.029191597684081715
5,2022-09-01,1.1002437124827935,-0.9178195949908551,0.38800533947395344,-0.5789925796794405,-0.059921129635290254,1.3509576214395325,-0.9225931715298162,-1.0152066459205416,-0.5383239869143436,0.16860431814450869,1.3274685124577152,-0.6560936597463517,-0.3438339310991798,0.3373159773995497,-0.730707126531423,0.17809912637690425,-0.6719107186134987,-0.15526411346199237,-0.08729813820605896,-2.010733403713529,-0.8202126066594301,-1.793360828611464,-1.649064762236623,0.03306086226088821
6,2022-09-02,0.9156108797867251,-0.648399604197929,1.25044850727634,-0.6982838518740192,-0.5156723003049357,1.6261841115608033,-0.1381340172361446,-0.6439698646239052,-0.45488306444206184,0.5686977542957705,1.0444347900377817,-0.9425370482496115,-0.581899555616257,0.2014212512967474,-0.5394159234566971,-0.03546756940924021,-0.028484206293026965,0.5984799054353045,0.7269422605895842,-1.0994414220060307,-1.2027747293539928,-1.4637023151329531,-1.0316048251670589,-0.027300175997452412
7,2022-09-05,0.7143425184995836,-0.7908319081783131,0.2544381052739823,-0.7857690315609547,-0.8977263345499418,1.519900771920327,-0.03448073926141053,-0.905252059650296,-0.4877582198415179,-0.9000819015656332,0.8706583884490109,-1.16887644132184,-0.8057933629361118,0.21625190900265656,-0.20306972360481487,-0.1768191204984301,-0.03935206927600454,0.2301566567969507,-0.05401158102258927,-0.9972753029479838,-1.1790678305385058,-1.3955984630418952,-0.723780096794918,0.0009395063063838475
8,2022-09-06,-0.0212008775377496,-0.7804618959586368,0.3134080935993573,-0.8571439470931262,-1.2063788483948956,0.9439266477596501,-0.16236105761668493,-0.8963783247248713,-0.41753120956518275,-0.7525540260284909,0.44529359226154963,-1.4448925931643928,-0.972212451616003,-0.06840394198959578,-0.2030697236048155,-0.2697941545137891,-0.03633149469386669,-0.04893561990429805,0.012561533344350114,-1.128752689555833,-1.2920350129743985,-1.2695678270993558,-0.4362949805951749,0.08593260946378886
9,2022-09-07,2.790364964339922,0.7890473233632734,1.25044850727634,-0.8407348097943416,-1.3363413635377739,0.7189079487355262,1.3837269527358529,0.017966156678066426,0.29453390594402645,2.136876493291541,0.9918443572327595,-1.5976693762186824,0.9436236185209709,-0.5035076115635368,-0.47512035682685905,-0.38076236899689564,0.32235060169661317,0.5178917136810455,1.8561247004288253,-0.3772901699907362,-1.2403747899670599,-0.4338786300495466,0.29874291677336334,-0.021681066061323938
