,date,volume,stochrsi,wt2,trix,vr,vr_6,atr_5,dma,dx,adxr,kdj-j,bias_6,ROC,lower,MACD,MACDhist,return
0,2022-07-28,1.626557120771623,0.08057703138532064,0.6736773752741408,0.7705784407926948,-0.39913124143028134,0.4197320595152708,0.43270919596669316,0.14228666055337913,-0.2689425001186032,0.09119673844777651,0.03967318363585619,0.22526736858907576,1.6139936756134967,-2.3624633278209486,0.7132739798394445,0.5480838445321933,0.09535771698236854
1,2022-07-29,2.166725129263355,1.2671956060409333,0.7204405983392053,0.8405850622004383,-0.06111840786988588,0.49201291010659726,0.6795320859087067,0.2577733025176328,0.6802633981659356,0.1572600066724123,1.1970355610694328,1.7728077345251083,1.614397225582313,-1.9110051149056728,1.079289013976607,1.0580007301491885,0.03411280068623728
2,2022-08-01,3.4202895296610945,1.2671956060409333,0.810018560445611,0.9547699946094705,0.3828705428505025,0.5053257096693151,1.3868065461838242,0.39245022503030785,1.2977255524499591,0.36671787776477033,1.3357697579166041,2.0884371045862276,1.8326066362559947,-1.6591249083072688,1.3950859112181866,1.3840103266214479,0.09531017980432493
3,2022-08-02,2.6494872323995984,1.2671956060409333,0.9517755205527196,1.1452960385576074,0.7616960009446971,3.2132497087960146,1.6565082056589924,0.5960871503138732,1.471950148814716,0.6569491502905489,1.6702820633818685,3.2495706053565265,2.756659633867182,-1.7876766439806064,1.9586238531649773,2.048973092083487,0.028004575453936215
4,2022-08-03,2.7638947761714534,1.2671956060409333,1.1208250658171044,1.3767833062874952,1.1501934529619062,-0.9735763614777037,2.402679575894989,0.8084580774743892,1.8520727625624858,1.018852596948893,0.9396440026212655,2.7656055712628103,2.7788792335029338,-2.009503506163786,2.345059384776057,2.2920253321819124,0.009163249670100865
5,2022-08-04,1.9648611709945227,1.2671956060409333,1.2560954548952918,1.6107416689122438,1.4711407424743927,-0.9735763614777037,2.719756614079773,0.958151979149636,1.852072762562485,1.3877182933018775,0.9293929810911091,1.948795019650096,1.982514526506714,-2.2376246581342207,2.515974711724652,2.1348758590908172,0.08692194754939839
6,2022-08-05,2.4207395226790758,1.2671956060409333,1.359718787065515,1.8819344847708508,1.830627908832056,-0.9735763614777037,3.224690569752152,1.1535370939549077,2.0266003996096935,1.7548913848644163,0.9660300698088217,2.5838795703185298,2.4884460571283937,-2.676202824339588,2.9588230512989475,2.4527772028430475,-0.10533318914701006
7,2022-08-08,1.9753047335885376,-0.5735213094705511,1.410371576636296,2.063694886747549,1.201049545586021,2.3922371076491604,3.308232367313135,1.3113054782685443,2.026600399609693,2.091211775199159,0.38385654895115456,-0.034887748552210274,1.8393433983350411,-2.6894450536679204,2.5441619518734644,1.3081907878247567,0.01774032577237815
8,2022-08-09,1.402593236497391,-0.47896757157379344,1.402262777125139,2.18001616801228,1.435189977487115,2.088747170078482,3.1202322661100017,1.514086180188008,0.31752784772387754,2.1406309170757285,-0.09642599381047953,-0.09036200147204335,2.259668223540163,-2.526741629859167,2.2645295356818123,0.6128021888893671,-0.033577605077758414
9,2022-08-10,0.8223354232092785,-0.970887852308515,1.3635111366579342,2.2154075812365,1.0571814660627492,0.433687505610917,2.670360979311198,1.6861462855286242,0.5307103230605343,2.070064685639669,-1.1083988863435381,-0.7273594574135747,1.8283543370400126,-2.0639622390039762,1.8251723444111283,-0.20407746540905256,-0.0022234583923971475
10,2022-08-11,0.5666365842138784,-1.0031413807946574,1.286841401814076,2.1887676329977013,0.7650042650975613,-0.24430083675954647,2.019525095929,1.8383240479505167,0.44346390534487373,1.9316134101000684,-0.9806727224750139,-0.6871884466785232,1.5789452752395987,-1.5334990301901164,1.4633232897125976,-0.7311374345787326,-0.0584358669690084
11,2022-08-12,0.886815999999423,-1.322247569917398,1.1767191513609656,2.082537266234004,0.474331072996799,-0.6033033144041813,1.8235349203092908,1.864379367729526,-0.8181630836767941,1.5899628814882578,-1.3357513744930587,-1.4676537981023812,0.3738341483915691,-1.1337520918054074,0.9005069505117673,-1.4806356081200909,0.05075480134359686
12,2022-08-15,0.2131051459506729,-0.9483408645254088,1.0611022984303198,1.9586144463621846,0.5799144399788211,-0.7124913910785337,1.764941477798737,1.896951512650036,-0.7564181895762572,1.1813430100732756,-0.6758185002336826,-0.11714267529541102,0.4954777908136249,-0.7064043037734338,0.7529294082327702,-1.402829751453541,0.010320872646402867
13,2022-08-16,-0.05168969917499846,-0.8728181538726715,0.9512371698069081,1.8299927013464843,1.753845460277165,-0.45342411837632646,1.5318346451349845,1.840736430112402,-0.46270623028790636,0.8137893307945111,-0.04690814509042055,0.1296221049341912,-0.10504905833847451,-0.19895514583190893,0.6751098206789449,-1.2267846565675506,-0.03128778323337879
14,2022-08-17,-0.018337676697337563,-1.2427269083626777,0.8379591694101047,1.680897439041295,1.8959501480868648,-0.7450696136019922,1.4800831058334485,1.7326101523301356,-0.9168149088634139,0.43245345275139674,0.3683987662452667,-0.2586976655046402,-0.49478406503887623,0.3181791128453327,0.4437380380602928,-1.3364476492588244,0.012943783588613863
15,2022-08-18,-0.4804147881151122,-1.1364710164342806,0.7360317929715086,1.5298793591322257,3.0307994201506325,-0.5459151268956735,0.9964513948428588,1.6266711109556078,-0.9608240240199993,0.0689425957677983,0.16704368666377098,0.045454272917892766,-0.47061798371668845,0.6360353065958152,0.3403011730688955,-1.2154700031684356,0.006339388702448709
16,2022-08-19,0.3932060673300417,-1.0820558541060583,0.6559107809149456,1.3845046569210915,2.985356425832072,-0.03847284592143537,0.7658842683421082,1.424331947267828,-0.33186678222514077,-0.16613378679609248,0.036469816137596395,0.19657378949261042,-0.9664493989653731,0.9105490471696728,0.2877877484181366,-1.035613369713307,-0.08924798543572321
17,2022-08-22,0.5945310030133766,-1.322247569917398,0.5129746015332064,1.1987663868974907,2.0754393586700606,0.025999626987479225,1.1333455184489534,1.281290834056882,-1.0476925958871746,-0.41854188810066834,-0.48999613681209253,-1.339489144804836,-0.870641500972455,1.2279311569857472,-0.17094576423566882,-1.5544196880896972,-0.00046072334378666316
18,2022-08-23,0.054295616698457276,-1.322247569917398,0.328860575996784,0.996732356932657,1.3966639056297976,-0.47289875459642433,0.9070031336609793,1.1187863354155343,-0.9279804345226973,-0.6421213661078724,-1.0450399588791182,-1.0812469329366474,-0.97893765432598,1.6793366192434314,-0.4480185666523576,-1.6731105376528592,-0.06570663783613265
19,2022-08-24,0.06824282609820638,-1.322247569917398,0.10265016942028785,0.7629607689527627,1.5131085902268306,-0.7184257125045054,0.8506079937301068,0.947702215979775,-0.24070962433458504,-0.7347634632509984,-1.7162838341655549,-1.7622412101594258,-1.1653599737284244,1.969766198067932,-0.8796179897773634,-2.0201519259343987,-0.0326804674726714
20,2022-08-25,-0.0276358162971703,-1.322247569917398,-0.1822315096354742,0.5079197434012808,0.9915242858023293,-0.7181297364648442,0.7822258184657088,0.7565254971988071,0.25906416702352353,-0.6817907356330617,-1.24633411875858,-1.8559735685412126,-1.3366354676286496,2.069963794756289,-1.2389815451029018,-2.179942256157535,-0.03729714067681954
21,2022-08-26,-0.4945641309844228,-1.322247569917398,-0.4456139843446191,0.23827935505807477,0.5821181757809989,-0.8373681333732345,0.6012069081812141,0.6026225747652003,0.4875551006569198,-0.5262757227798912,-1.1299342006488104,-1.8770155265452872,-1.2183164236559214,1.745425700944719,-1.552344875262825,-2.2327315451801684,-0.010789880924789655
